"threat.status.cnc","search.str"
"LC","Lecythis lanceolata"
"LC","Lecythis lurida"
"LC","Lecythis parvifructa"
"LC","Lecythis prancei"
"LC","Lecythis retusa"
"LC","Lecythis schomburgkii"
"EN","Lecythis schwackei"
"LC","Lecythis serrata"
"VU","Leersia ligularis"
"DD","Leiothrix cipoensis"
"LC","Leiothrix crassifolia"
"LC","Leiothrix distichoclada"
"VU","Leiothrix echinocephala"
"EN","Leiothrix fulgida var. milho-verdensis"
"DD","Leiothrix gomesii"
"DD","Leiothrix linearis"
"EN","Leiothrix luxurians"
"CR","Leiothrix rupestris"
"DD","Leiothrix schlechtendalii"
"VU","Leiothrix sclerophylla"
"VU","Leiothrix sinuosa"
"VU","Leiothrix spiralis"
"VU","Lellingeria brasiliensis"
"CR","Lellingeria itatimensis"
"LC","Lellingeria suspensa"
"EN","Lellingeria tamandarei"
"LC","Lemna valdiviana"
"DD","Lepanthopsis densiflora"
"LC","Lepanthopsis floripecten"
"CR","Lepidaploa almasensis"
"LC","Lepidaploa aurea"
"NT","Lepidaploa chamissonis"
"LC","Lepidaploa cotoneaster"
"EN","Lepidaploa gnaphalioides"
"DD","Lepidaploa lilacina"
"DD","Lepidaploa luetzelburgii"
"EN","Lepidaploa pseudaurea"
"EN","Lepidaploa spixiana"
"LC","Lepismium cruciforme"
"LC","Lepismium houlletianum"
"LC","Lepismium warmingianum"
"LC","Leptobalanus gardneri"
"EN","Leptobalanus maguirei"
"VU","Leptodontium wallisii"
"EN","Leptohyptis pinheiroi"
"LC","Leptolejeunea obfuscata"
"LC","Leptoscyphus gibbosus"
"EN","Leptostelma catharinense"
"LC","Leptotes bicolor"
"EN","Lessingianthus adenophyllus"
"VU","Lessingianthus arachniolepis"
"VU","Lessingianthus argenteus"
"EN","Lessingianthus asteriflorus"
"DD","Lessingianthus caiapoensis"
"CR","Lessingianthus constrictus"
"EN","Lessingianthus eitenii"
"NT","Lessingianthus elegans"
"VU","Lessingianthus exiguus"
"NT","Lessingianthus grandiflorus"
"EN","Lessingianthus heringeri"
"VU","Lessingianthus irwinii"
"NT","Lessingianthus niederleinii"
"VU","Lessingianthus pumillus"
"VU","Lessingianthus reitzianus"
"EN","Lessingianthus rosmarinifolius"
"DD","Lessingianthus rugulosus"
"DD","Lessingianthus scaposus"
"EN","Lessingianthus souzae"
"VU","Lessingianthus stoechas"
"EN","Lessingianthus subcarduoides"
"EN","Lessingianthus venosissimus"
"EN","Lessingianthus westermanii"
"VU","Lessingianthus zuccarinianus"
"EN","Leucochloron foederale"
"NT","Leucochloron limae"
"EN","Leucochloron minarum"
"LC","Licania aracaensis"
"EN","Licania arianeae"
"EN","Licania belemii"
"DD","Licania bellingtonii"
"EN","Licania indurata"
"VU","Lilaeopsis brasiliensis"
"LC","Limnocharis laforesti"
"DD","Linum carneum"
"DD","Linum erigeroides"
"LC","Linum littorale"
"EN","Linum smithii"
"LC","Liparis vexillifera"
"VU","Lippia alnifolia"
"LC","Lippia bellatula"
"VU","Lippia bradei"
"EN","Lippia bromleyana"
"EN","Lippia campestris"
"DD","Lippia ciliata"
"LC","Lippia diamantinensis"
"VU","Lippia elliptica"
"VU","Lippia gardneriana"
"VU","Lippia grandiflora"
"VU","Lippia insignis"
"EN","Lippia macedoi"
"EN","Lippia morii"
"EN","Lippia nana"
"LC","Lippia pusilla"
"EN","Lippia rhodocnemis"
"EN","Lippia rubella"
"EN","Lithachne horizontalis"
"EN","Lithobium cordatum"
"EN","Lobelia anceps"
"EN","Lobelia brasiliensis"
"NT","Lobelia hederacea"
"EN","Lobelia hilaireana"
"EN","Lobelia langeana"
"LC","Lobelia nummularioides"
"CR","Lobelia santos-limae"
"LC","Lobelia xalapensis"
"LC","Loefgrenianthus blanche-amesiae"
"EN","Lomatozona artemisiifolia"
"LC","Lophophytum pyramidale"
"EN","Lophophytum rizzoi"
"LC","Lophopterys floribunda"
"LC","Loudetia flammida"
"DD","Ludwigia anastomosans"
"LC","Luehea candicans"
"LC","Luehea conwentzii"
"LC","Luetzelburgia guaissara"
"EN","Lulia nervosa"
"VU","Lundia damazioi"
"VU","Lupinus coriaceus"
"EN","Lupinus decurrens"
"EN","Lupinus laevigatus"
"DD","Lupinus linearis"
"DD","Lupinus ovalifolius"
"DD","Lupinus parvifolius"
"DD","Lupinus prouvensalanus"
"VU","Luxemburgia angustifolia"
"EN","Luxemburgia ciliatibracteata"
"VU","Luxemburgia corymbosa"
"VU","Luxemburgia damazioana"
"EN","Luxemburgia diciliata"
"VU","Luxemburgia flexuosa"
"EN","Luxemburgia hatschbachiana"
"EN","Luxemburgia speciosa"
"VU","Luziola brasiliensis"
"CR","Lychnocephalus humillimus"
"EN","Lychnocephalus mellobarretoi"
"EN","Lychnocephalus sellovii"
"VU","Lychnocephalus tomentosus"
"CR","Lychnophora albertinioides"
"CR","Lychnophora brunioides"
"EN","Lychnophora crispa"
"EN","Lychnophora damazioi"
"EN","Lychnophora diamantinana"
"NT","Lychnophora ericoides"
"EN","Lychnophora gardneri"
"EN","Lychnophora granmogolensis"
"EN","Lychnophora hatschbachii"
"EN","Lychnophora martiana"
"NT","Lychnophora passerina"
"DD","Lychnophora phylicifolia"
"NT","Lychnophora pinaster"
"EN","Lychnophora pohlii"
"VU","Lychnophora ramosissima"
"EN","Lychnophora rosmarinifolia"
"CR","Lychnophora souzae"
"EN","Lychnophora villosissima"
"DD","Lychnophorella blanchetii"
"EN","Lychnophorella leucodendron"
"EN","Lychnophorella regis"
"EN","Lychnophorella santosii"
"CR","Lychnophorella sericea"
"LC","Lycianthes rantonnetii"
"EN","Lycianthes repens"
"DD","Lycium glomeratum"
"EN","Lymania alvimii"
"EN","Lymania azurea"
"EN","Lymania brachycaulis"
"EN","Lymania corallina"
"EN","Lymania globosa"
"CR","Lymania spiculata"
"LC","Lyroglossa grisebachii"
"EN","Lysimachia barbata"
"EN","Lysimachia buxifolia"
"DD","Lytoneuron crenulans"
"EN","Lytoneuron itatiaiense"
"LC","Lytoneuron lomariaceum"
"VU","Lytoneuron paradoxum"
"CR","Lytoneuron quinquelobatum"
"EN","Lytoneuron rosenstockii"
"EN","Lytoneuron rufum"
"EN","Lytoneuron subsimplex"
"EN","Lytoneuron tijucanum"
"NT","Machaerina ensifolia"
"LC","Machaerium fulvovenosum"
"LC","Machaerium nyctitans"
"VU","Machaerium obovatum"
"LC","Machaerium paraguariense"
"LC","Machaerium villosum"
"EN","Maclura brasiliensis"
"LC","Macradenia paraensis"
"DD","Macradenia paulensis"
"NT","Macradenia surinamensis"
"LC","Macroditassa lagoensis"
"CR","Macroditassa marianae"
"EN","Macropeplus friburgensis"
"VU","Macropeplus schwackeanus"
"LC","Macropsychanthus glaber"
"DD","Macrosamanea macrocalyx"
"VU","Macrosamanea prancei"
"DD","Macroscepis aurea"
"DD","Macroscepis magnifica"
"LC","Macrotorus utriculatus"
"CR","Magdalenaea limae"
"LC","Magnolia ovata"
"LC","Magonia pubescens"
"LC","Malachra radiata"
"NT","Malaxis cogniauxiana"
"LC","Malaxis excavata"
"VU","Malaxis jaraguae"
"LC","Malaxis parthonii"
"DD","Malmea obovata"
"LC","Malouetia cestroides"
"LC","Malvastrum americanum"
"LC","Mandevilla coccinea"
"LC","Mandevilla fragrans"
"LC","Mandevilla hirsuta"
"EN","Mandevilla rubra"
"NT","Mandevilla sellowii"
"EN","Mandevilla semirii"
"NT","Mandevilla venulosa"
"DD","Mandirola multiflora"
"CR","Manettia campanulacea"
"EN","Manettia pauciflora"
"NT","Manettia tweedieana"
"LC","Manihot carthagenensis"
"VU","Manihot procumbens"
"EN","Manilkara bella"
"DD","Manilkara cavalcantei"
"VU","Manilkara dardanoi"
"VU","Manilkara decrescens"
"DD","Manilkara excelsa"
"NT","Manilkara longifolia"
"EN","Manilkara maxima"
"VU","Manilkara multifida"
"NT","Manilkara paraensis"
"LC","Manilkara rufula"
"LC","Manilkara subsericea"
"DD","Mantiqueira bella"
"VU","Maranta furcata"
"LC","Maranta zingiberina"
"CR","Marcetia alba"
"EN","Marcetia bahiana"
"DD","Marcetia bracteolaris"
"EN","Marcetia formosa"
"EN","Marcetia hatschbachii"
"EN","Marcetia luetzelburgii"
"EN","Marcetia lychnophoroides"
"EN","Marcetia nummularia"
"EN","Marcetia oxycoccoides"
"EN","Marcetia semiriana"
"EN","Marcetia shepherdii"
"VU","Marcetia viscida"
"LC","Marcgravia polyantha"
"EN","Marchantia berteroana"
"LC","Margaritaria nobilis"
"LC","Margyricarpus pinnatus"
"LC","Marsdenia altissima"
"DD","Marsdenia fontellana"
"EN","Marsdenia neomanarae"
"CR","Marsdenia otoniensis"
"EN","Marsdenia queirozii"
"EN","Marsdenia sessilifolia"
"DD","Marsdenia virgultorum"
"EN","Martianthus sancti-gabrielii"
"NT","Martianthus stachydifolius"
"CR","Mascagnia aptera"
"EN","Maschalostachys markgrafii"
"CR","Masdevallia discoidea"
"EN","Matelea bahiensis"
"VU","Matelea glaziovii"
"EN","Matelea hatschbachii"
"VU","Matelea marcoassisii"
"DD","Matelea matogrossensis"
"DD","Matelea refracta"
"EN","Matelea santosii"
"CR","Matourea caparaoensis"
"CR","Matourea latifolia"
"LC","Mauritia carana"
"LC","Maxillaria cleistogama"
"LC","Maxillaria crassifolia"
"LC","Maxillaria desvauxiana"
"LC","Maxillaria elluziae"
"LC","Maxillaria luteograndiflora"
"NT","Maxillaria marginata"
"LC","Maxillaria parviflora"
"LC","Maxillaria phoenicanthera"
"LC","Maxillaria pumila"
"EN","Maxillaria schunkeana"
"LC","Maxillaria subrepens"
"LC","Maxillaria valenzuelana"
"NT","Maytenus boaria"
"NT","Mecardonia grandiflora"
"VU","Medusantha carvalhoi"
"LC","Medusantha eriophylla var. coriifolia"
"LC","Medusantha simulans"
"EN","Megalastrum wacketii"
"VU","Melanopsidium nigrum"
"VU","Melanoxylon brauna"
"LC","Melanthera latifolia"
"LC","Melasma rhinanthoides"
"EN","Melica arzivencoi"
"EN","Melicoccus espiritosantensis"
"EN","Melocactus azureus"
"CR","Melocactus conoideus"
"CR","Melocactus deinacanthus"
"EN","Melocactus ferreophilus"
"EN","Melocactus glaucescens"
"EN","Melocactus lanssensianus"
"EN","Melocactus pachyacanthus"
"VU","Melocactus paucispinus"
"VU","Melocactus violaceus"
"EN","Melocactus violaceus subsp. ritteri"
"LC","Melpomene peruviana"
"LC","Mendoncia mollis"
"LC","Meniscium angustifolium"
"LC","Meniscium macrophyllum"
"VU","Meriania calophylla"
"NT","Meriania tetramera"
"EN","Merianthera burlemarxii"
"VU","Merianthera pulchra"
"CR","Merostachys abadiana"
"EN","Merostachys burmanii"
"CR","Merostachys caucaiana"
"DD","Merostachys neesii"
"CR","Merostachys scandens"
"LC","Merostachys skvortzovii"
"NT","Mesadenella atroviridis"
"EN","Mesosetum alatum"
"LC","Mesosetum ferrugineum"
"EN","Mesosetum longiaristatum"
"NT","Mesosphaerum irwinii"
"EN","Metastelma giuliettianum"
"EN","Metastelma harleyi"
"VU","Metrodorea maracasana"
"LC","Metzgeria brasiliensis"
"EN","Metzgeria hegewaldii"
"LC","Metzgeria liebmanniana"
"LC","Metzgeria psilocraspeda"
"DD","Metzgeria subaneura"
"EN","Mezia araujoi"
"NT","Mezilaurus crassiramea"
"VU","Mezilaurus itauba"
"EN","Mezilaurus navalium"
"LC","Miconia amoena"
"CR","Miconia angelana"
"CR","Miconia capixaba"
"EN","Miconia cipoensis"
"LC","Miconia fasciculata"
"VU","Miconia glazioviana"
"NT","Miconia longicuspis"
"VU","Miconia mendoncae"
"LC","Miconia octopetala"
"LC","Miconia paniculata"
"LC","Miconia paucidens"
"EN","Miconia penduliflora"
"LC","Miconia petroniana"
"EN","Miconia picinguabensis"
"LC","Miconia polyandra"
"LC","Miconia ramboi"
"LC","Miconia rimalis"
"LC","Miconia robusta"
"VU","Miconia setosociliata"
"LC","Miconia valtheri"
"LC","Miconia willdenowii"
"LC","Micranthemum umbrosum"
"EN","Micranthocereus albicephalus"
"EN","Micranthocereus auriazureus"
"EN","Micranthocereus dolichospermaticus"
"EN","Micranthocereus polyanthus"
"CR","Micranthocereus streckeri"
"EN","Micranthocereus violaciflorus"
"LC","Microchilus arietinus"
"LC","Microgramma crispata"
"VU","Microlicia balsamifera"
"EN","Microlicia canastrensis"
"DD","Microlicia cardiophora"
"DD","Microlicia crebropunctata"
"CR","Microlicia cuspidifolia"
"LC","Microlicia fasciculata"
"EN","Microlicia flava"
"NT","Microlicia giuliettiana"
"EN","Microlicia glazioviana"
"VU","Microlicia humilis"
"NT","Microlicia isophylla"
"DD","Microlicia juniperina"
"EN","Microlicia macedoi"
"DD","Microlicia melanostagma"
"CR","Microlicia microphylla"
"NT","Microlicia minima"
"NT","Microlicia monticola"
"EN","Microlicia mucugensis"
"NT","Microlicia myrtoidea"
"EN","Microlicia noblickii"
"EN","Microlicia obtusifolia"
"EN","Microlicia oligochaeta"
"EN","Microlicia ordinata"
"VU","Microlicia petasensis"
"EN","Microlicia pinheiroi"
"EN","Microlicia psammophila"
"NT","Microlicia scoparia"
"LC","Microlicia serpyllifolia"
"VU","Microlicia sincorensis"
"EN","Microlicia subaequalis"
"CR","Microlicia subalata"
"EN","Microlicia suborbicularifolia"
"EN","Microlicia tenuifolia"
"CR","Microlicia trichocalycina"
"EN","Microlicia vernicosa"
"LC","Micropholis casiquiarensis"
"DD","Micropholis caudata"
"LC","Micropholis cayennensis"
"LC","Micropholis crassipedicellata"
"LC","Micropholis cylindrocarpa"
"EN","Micropholis emarginata"
"NT","Micropholis gardneriana"
"NT","Micropholis gnaphaloclados"
"DD","Micropholis grandiflora"
"LC","Micropholis humboldtiana"
"LC","Micropholis madeirensis"
"LC","Micropholis maguirei"
"LC","Micropholis resinifera"
"DD","Micropholis retusa"
"LC","Micropholis sanctae-rosae"
"EN","Micropholis splendens"
"LC","Micropholis submarginalis"
"LC","Micropholis williamii"
"EN","Microtea bahiensis"
"LC","Microtea maypurensis"
"VU","Microtea papilosa"
"LC","Microtea scabrida"
"LC","Miersiella umbellata"
"EN","Mikania additicia"
"EN","Mikania alvimii"
"EN","Mikania anethifolia"
"VU","Mikania argyreiae"
"NT","Mikania biformis"
"NT","Mikania capricorni"
"NT","Mikania chlorolepis"
"EN","Mikania cipoensis"
"VU","Mikania clematidifolia"
"NT","Mikania decumbens"
"CR","Mikania dusenii"
"VU","Mikania firmula"
"EN","Mikania glabra"
"EN","Mikania glauca"
"LC","Mikania glomerata"
"EN","Mikania hartbergii"
"VU","Mikania hastato-cordata"
"LC","Mikania hemisphaerica"
"EN","Mikania itambana"
"LC","Mikania lindbergii"
"LC","Mikania lindleyana"
"DD","Mikania malacolepis"
"LC","Mikania microdonta"
"NT","Mikania microptera"
"DD","Mikania mosenii"
"EN","Mikania neurocaula"
"NT","Mikania nodulosa"
"LC","Mikania oblongifolia"
"EN","Mikania oreophila"
"EN","Mikania pinnatiloba"
"EN","Mikania premnifolia"
"NT","Mikania rufescens"
"NT","Mikania smaragdina"
"LC","Mikania ternata"
"LC","Mikania trinervis"
"LC","Mikania ulei"
"EN","Mikania variifolia"
"EN","Mikania viminea"
"EN","Mikania warmingii"
"NT","Miltonia candida"
"NT","Miltonia clowesii"
"NT","Miltonia cuneata"
"LC","Miltonia flavescens"
"CR","Miltonia kayasimae"
"LC","Miltonia regnellii"
"NT","Miltonia russelliana"
"LC","Miltonia spectabilis"
"EN","Mimosa acroconica"
"DD","Mimosa acutistipula var. ferrea"
"EN","Mimosa adamantina"
"EN","Mimosa balduinii"
"EN","Mimosa barretoi"
"EN","Mimosa bathyrrhena"
"EN","Mimosa bombycina"
"LC","Mimosa caesalpiniifolia"
"EN","Mimosa catharinensis"
"CR","Mimosa chrysastra"
"EN","Mimosa cryptothamnos"
"CR","Mimosa cyclophylla"
"LC","Mimosa decorticans"
"DD","Mimosa exalbescens"
"DD","Mimosa glycyrrhizoides"
"EN","Mimosa hatschbachii"
"EN","Mimosa heringeri"
"DD","Mimosa humifusa"
"DD","Mimosa humivagans"
"EN","Mimosa involucrata"
"DD","Mimosa lanata"
"DD","Mimosa laniceps"
"NT","Mimosa lepidophora"
"EN","Mimosa leprosa"
"DD","Mimosa leptantha"
"EN","Mimosa lithoreas"
"EN","Mimosa macedoana"
"NT","Mimosa manidea"
"EN","Mimosa mensicola"
"EN","Mimosa montis-carasae"
"VU","Mimosa myuros"
"DD","Mimosa niomarlei"
"EN","Mimosa oligosperma"
"DD","Mimosa pabstiana"
"VU","Mimosa paucifolia"
"LC","Mimosa pseudotrachycarpa"
"EN","Mimosa psittacina"
"LC","Mimosa pteridifolia"
"DD","Mimosa pycnocoma"
"NT","Mimosa pyrenea"
"EN","Mimosa regina"
"LC","Mimosa sanguinolenta"
"LC","Mimosa setosissima"
"CR","Mimosa skinneri var. carajarum"
"EN","Mimosa splendida"
"CR","Mimosa suburbana"
"EN","Mimosa thomista"
"LC","Mimosa ulbrichiana"
"EN","Mimosa ulei"
"EN","Mimosa uniceps"
"EN","Mimosa urticaria"
"LC","Mimosa verrucosa"
"NT","Mimosa virgula"
"LC","Minaria acerosa"
"CR","Minaria bifurcata"
"CR","Minaria campanuliflora"
"DD","Minaria cordata"
"CR","Minaria diamantinensis"
"EN","Minaria grazielae"
"EN","Minaria harleyi"
"CR","Minaria hemipogonoides"
"DD","Minaria lourteigiae"
"EN","Minaria magisteriana"
"CR","Minaria monocoronata"
"VU","Minaria refractifolia"
"EN","Minaria semirii"
"EN","Minaria volubilis"
"EN","Minasia alpestris"
"EN","Minasia cabralensis"
"DD","Minasia lewinsohnii"
"EN","Minasia pereirae"
"EN","Minasia scapigera"
"EN","Mitracarpus anthospermoides"
"LC","Mitracarpus baturitensis"
"EN","Mitracarpus eritrichoides"
"CR","Mitracarpus pusillus"
"VU","Mitracarpus rigidifolius"
"EN","Moldenhawera acuminata"
"VU","Moldenhawera papillanthera"
"LC","Mollinedia argyrogyna"
"NT","Mollinedia boracensis"
"NT","Mollinedia clavigera"
"LC","Mollinedia engleriana"
"EN","Mollinedia eugeniifolia"
"LC","Mollinedia gilgiana"
"LC","Mollinedia glabra"
"EN","Mollinedia longicuspidata"
"VU","Mollinedia luizae"
"LC","Mollinedia ovata"
"LC","Mollinedia pachysandra"
"NT","Mollinedia salicifolia"
"NT","Mollinedia stenophylla"
"CR","Monogereion carajensis"
"LC","Monotagma plurispicatum"
"CR","Monsanima morrenioides"
"LC","Monteiroa bullata"
"LC","Monteiroa ptarmicifolia"
"EN","Monteiroa smithii"
"VU","Monteverdia acanthophylla"
"LC","Monteverdia aquifolia"
"CR","Monteverdia basidentata"
"LC","Monteverdia brasiliensis"
"DD","Monteverdia comocladiiformis"
"LC","Monteverdia floribunda"
"LC","Monteverdia glaucescens"
"LC","Monteverdia gonoclada"
"NT","Monteverdia opaca"
"EN","Monteverdia quadrangulata"
"DD","Monteverdia radlkoferiana"
"VU","Monteverdia rupestris"
"DD","Moquilea anneae"
"EN","Moquiniastrum argyreum"
"LC","Moquiniastrum cinereum"
"EN","Moquiniastrum cordatum"
"VU","Moquiniastrum hatschbachii"
"CR","Moquiniastrum mollissimum"
"VU","Moquiniastrum ramboi"
"VU","Moquiniastrum sordidum"
"EN","Moranopteris perpusilla"
"EN","Morilloa furlanii"
"CR","Morilloa piranii"
"DD","Mormolyca galeata"
"VU","Mostuea muricata"
"LC","Mourera fluviatilis"
"VU","Mourera weddelliana"
"CR","Mouriri arborea"
"DD","Muellera torrensis"
"EN","Mycopteris semihirsuta"
"EN","Mycopteris taxifolia"
"CR","Myoxanthus ruschii"
"CR","Myoxanthus seidelii"
"LC","Myrceugenia alpigena"
"EN","Myrceugenia bracteosa"
"EN","Myrceugenia brevipedicellata"
"LC","Myrceugenia campestris"
"EN","Myrceugenia foveolata"
"EN","Myrceugenia franciscensis"
"EN","Myrceugenia gertii"
"LC","Myrceugenia glaucescens"
"EN","Myrceugenia hamoniana"
"VU","Myrceugenia hatschbachii"
"VU","Myrceugenia hoehnei"
"VU","Myrceugenia kleinii"
"LC","Myrceugenia miersiana"
"LC","Myrceugenia myrcioides"
"LC","Myrceugenia oxysepala"
"LC","Myrceugenia pilotantha"
"NT","Myrceugenia reitzii"
"LC","Myrceugenia rufescens"
"NT","Myrceugenia scutellata"
"LC","Myrceugenia venosa"
"EN","Myrcia almasensis"
"LC","Myrcia cordiifolia"
"VU","Myrcia diaphana"
"LC","Myrcia dichrophylla"
"DD","Myrcia dryadica"
"LC","Myrcia eriopus"
"EN","Myrcia eugenioides"
"EN","Myrcia eumecephylla"
"NT","Myrcia flagellaris"
"VU","Myrcia fusiformis"
"CR","Myrcia gilsoniana"
"LC","Myrcia glomerata"
"LC","Myrcia guianensis"
"LC","Myrcia heringii"
"EN","Myrcia hexasticha"
"LC","Myrcia insularis"
"EN","Myrcia isaiana"
"EN","Myrcia legrandii"
"CR","Myrcia magnifolia"
"CR","Myrcia neocambessedeana"
"LC","Myrcia neoregeliana"
"NT","Myrcia neorubella"
"EN","Myrcia neosericea"
"LC","Myrcia neosuaveolens"
"LC","Myrcia oblongata"
"LC","Myrcia obovata"
"LC","Myrcia ovata"
"VU","Myrcia pileata"
"LC","Myrcia pubipetala"
"LC","Myrcia reitzii"
"VU","Myrcia restingae"
"CR","Myrcia riodocensis"
"EN","Myrcia rupicola"
"CR","Myrcia skortzoviana"
"EN","Myrcia subacuminata"
"LC","Myrcia subcordata"
"NT","Myrcia sucrei"
"LC","Myrcia tijucensis"
"LC","Myrcia undulata"
"LC","Myrcia variabilis"
"LC","Myrcia venulosa"
"LC","Myrcianthes cisplatensis"
"LC","Myrcianthes pungens"
"LC","Myrciaria cuspidata"
"LC","Myrciaria floribunda"
"VU","Myrciaria plinioides"
"DD","Myrciaria tenella"
"VU","Myriocoleopsis fluviatilis"
"LC","Myrocarpus frondosus"
"LC","Myroxylon peruiferum"
"DD","Myrsine cipoensis"
"EN","Myrsine congesta"
"EN","Myrsine glazioviana"
"EN","Myrsine villosissima"
"LC","Mysanthus uleanus"
"LC","Najas conferta"
"LC","Najas guadalupensis"
"LC","Najas marina"
"LC","Nanogalactia heterophylla"
"LC","Napeanthus primulifolius"
"LC","Naucleopsis oblongifolia"
"DD","Neblinaea promontoriorum"
"LC","Nectandra angustifolia"
"VU","Nectandra barbellata"
"LC","Nectandra cissiflora"
"DD","Nectandra debilis"
"DD","Nectandra embirensis"
"LC","Nectandra grandiflora"
"VU","Nectandra grisea"
"LC","Nectandra hihua"
"DD","Nectandra impressa"
"DD","Nectandra japurensis"
"DD","Nectandra matogrossensis"
"NT","Nectandra micranthera"
"VU","Nectandra paranaensis"
"LC","Nectandra psammophila"
"DD","Nectandra spicata"
"DD","Nectandra venulosa"
"NT","Nectandra warmingii"
"DD","Nectandra weddellii"
"LC","Neea verticillata"
"LC","Nematanthus crassifolius"
"LC","Nematanthus fornix"
"NT","Nematanthus hirtellus"
"LC","Nematanthus lanceolatus"
"EN","Nematanthus monanthos"
"NT","Nematanthus sericeus"
"NT","Nematanthus strigillosus"
"LC","Nematanthus tessmannii"
"VU","Neocabreria malachophylla"
"NT","Neomarica glauca"
"LC","Neomarica humilis"
"NT","Neomarica longifolia"
"LC","Neomarica sabinei"
"NT","Neomarica silvestris"
"VU","Neomitranthes amblymitra"
"DD","Neomitranthes capivariensis"
"VU","Neomitranthes cordifolia"
"LC","Neomitranthes gemballae"
"LC","Neomitranthes glomerata"
"EN","Neomitranthes gracilis"
"LC","Neomitranthes obscura"
"EN","Neomitranthes obtusa"
"EN","Neomitranthes pedicellata"
"DD","Neomitranthes pereireana"
"EN","Neomitranthes stictophylla"
"CR","Neoregelia angustibracteolata"
"LC","Neoregelia bahiana"
"DD","Neoregelia binotii"
"CR","Neoregelia brownii"
"LC","Neoregelia burlemarxii"
"DD","Neoregelia capixaba"
"NT","Neoregelia compacta"
"LC","Neoregelia cruenta"
"DD","Neoregelia doeringiana"
"DD","Neoregelia guttata"
"EN","Neoregelia hoehneana"
"EN","Neoregelia inexspectata"
"VU","Neoregelia leprosa"
"DD","Neoregelia lilliputiana"
"EN","Neoregelia menescalii"
"VU","Neoregelia oligantha"
"NT","Neoregelia pascoaliana"
"EN","Neoregelia paulistana"
"EN","Neoregelia pernambucana"
"EN","Neoregelia ruschii"
"EN","Neoregelia sanguinea"
"LC","Neoregelia sarmentosa"
"DD","Neoregelia zaslawskyi"
"DD","Neoregelia zonata"
"CR","Nephradenia filipes"
"VU","Neptunia pubescens"
"VU","Nicotiana mutabilis"
"LC","Nidularium amazonicum"
"EN","Nidularium atalaiaense"
"EN","Nidularium azureum"
"EN","Nidularium bocainense"
"EN","Nidularium corallinum"
"CR","Nidularium ferrugineum"
"LC","Nidularium innocentii"
"EN","Nidularium itatiaiae"
"EN","Nidularium jonesianum"
"EN","Nidularium kautskyanum"
"CR","Nidularium mangaratibense"
"NT","Nidularium marigoi"
"VU","Nidularium minutum"
"EN","Nidularium organense"
"VU","Nidularium rosulatum"
"VU","Nidularium serratum"
"VU","Nidularium utriculosum"
"LC","Niedenzuella poeppigiana"
"CR","Nierembergia pinifolia"
"LC","Noteroclada confluens"
"EN","Nothochilus coccineus"
"EN","Noticastrum hatschbachii"
"EN","Noticastrum malmei"
"EN","Noticastrum psammophilum"
"LC","Notothylas breutelii"
"EN","Notylia microchila"
"CR","Ocellochloa brachystachya"
"LC","Ocimum nudicaule"
"LC","Ocimum ovatum"
"NT","Ocotea aciphylla"
"EN","Ocotea basicordatifolia"
"EN","Ocotea beulahiae"
"VU","Ocotea beyrichii"
"LC","Ocotea bicolor"
"EN","Ocotea bragai"
"VU","Ocotea catharinensis"
"VU","Ocotea confertiflora"
"EN","Ocotea cryptocarpa"
"NT","Ocotea curucutuensis"
"NT","Ocotea cymbarum"
"EN","Ocotea felix"
"NT","Ocotea frondosa"
"LC","Ocotea lancifolia"
"NT","Ocotea langsdorffii"
"LC","Ocotea laxa"
"LC","Ocotea lobbii"
"VU","Ocotea mosenii"
"LC","Ocotea nectandrifolia"
"LC","Ocotea nunesiana"
"EN","Ocotea odorifera"
"LC","Ocotea percoriacea"
"NT","Ocotea polyantha"
"LC","Ocotea pomaderroides"
"EN","Ocotea porosa"
"NT","Ocotea puberula"
"LC","Ocotea pulchella"
"EN","Ocotea serrana"
"LC","Ocotea silvestris"
"EN","Ocotea tabacifolia"
"LC","Ocotea tristis"
"EN","Octomeria alexandri"
"VU","Octomeria chamaeleptotes"
"DD","Octomeria decumbens"
"LC","Octomeria diaphana"
"NT","Octomeria estrellensis"
"VU","Octomeria geraensis"
"VU","Octomeria hatschbachii"
"EN","Octomeria hoehnei"
"EN","Octomeria lichenicola"
"NT","Octomeria praestans"
"LC","Octomeria rotundiglossa"
"NT","Octomeria sancti-angeli"
"VU","Octomeria truncicola"
"LC","Octomeria warmingii"
"EN","Octomeria wawrae"
"CR","Octomeria wilsoniana"
"LC","Odontocarya vitis"
"EN","Odontonema dissitiflorum"
"LC","Oleandra articulata"
"LC","Olyra fasciculata"
"CR","Olyra latispicula"
"EN","Oocephalus argyrophyllus"
"VU","Oocephalus hagei"
"EN","Oocephalus halimifolius"
"EN","Oocephalus niveus"
"EN","Oocephalus nubicola"
"CR","Oocephalus piranii"
"EN","Oocephalus silvinae"
"LC","Operculina hamiltonii"
"LC","Operculina macrocarpa"
"LC","Ophryosporus freyreysii"
"LC","Opuntia monacantha"
"LC","Oreopanax capitatus"
"LC","Oreopanax fulvus"
"EN","Ormopteris cymbiformis"
"EN","Ormopteris gleichenioides"
"LC","Ornithocephalus myrticola"
"DD","Orthochilus ruwenzoriensis"
"EN","Orthophytum duartei"
"DD","Orthophytum estevesii"
"VU","Orthophytum foliosum"
"EN","Orthophytum fosterianum"
